"Nordamerika","der Vereinigten Staaten von Amerika","Washington D.C.","NULL","1. Präsident","District of Columbia","[2012, 11, 23, 13, 50]","0","1","0"
"Nordamerika","Mexikos","Mexiko-Stadt","Mexico-City","Mit Bindestrich",,"[2012, 11, 23, 13, 50]","0","1","0"
"Nordamerika","von Belize","Belmopan","NULL","Belmondo",,"[2012, 11, 23, 13, 50]","1","1","1"
"Nordamerika","von Costa Rica","San José","NULL",,,"[2012, 11, 23, 13, 50]","1","1","1"
"Nordamerika","El Salvadors","San Salvador","NULL",,,"[2012, 11, 23, 13, 50]","1","1","2"
"Nordamerika","Guatemalas","Guatemala-Stadt","Guatemala-City","...-Stadt",,"[2012, 11, 23, 13, 50]","1","1","2"
"Nordamerika","Honduras","Tegucigalpa","NULL",,,"[2012, 11, 23, 13, 50]","0","1","3"
"Nordamerika","Nicaraguas","Managua","NULL",,,"[2012, 11, 23, 13, 51]","1","1","3"
"Nordamerika","Panamas","Panama-Stadt","Panama-City","...-Stadt",,"[2012, 11, 23, 13, 51]","1","1","4"
"Karibik","von Antigua und Barbuda","Saint John's","St. John's","Achtung Apostroph",,"[2012, 11, 23, 13, 51]","0","1","4"
"Nordamerika","Kanadas","Ottawa","NULL","O.....",,"[2012, 11, 23, 13, 46]","1","0","0"
"Karibik","Bahamas","Nassau","NULL",,,"[2012, 11, 23, 13, 51]","1","1","5"
"Karibik","Barbados","Bridgetown","NULL","Der Brückenkopf in die Karibik",,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Kubas","Havanna","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Dominicas","Roseau","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","der Dominikanische Republik","Santo Domingo","St. Domingo",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Grenadas","St. George's","NULL","Achtung Apostroph",,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Haitis","Port-au-Prince","NULL","Hört sich französisch an...",,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","Jamaikas","Kingston","NULL","Schreibfehler?",,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","St. Kitts und Nevis","Basseterre","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","St. Lucias","Castries","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Karibik","St. Vincents und den Grenadinen","Kingstown","NULL","Die schreiben es richtig!","Wie bei Jamaika...","[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Argentiniens","Buenos Aires","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Boliviens","Sucre","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Brasiliens","Brasilia","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Chiles","Santiago de Chile","NULL","... de Chile",,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Ecuadors","Quito","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Guyanas","Georgetown","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Kolumbiens","Bogota","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Paraguays","Asuncion","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Perus","Lima","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Surinams","Paramaribo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","von Trinidad und Tobago","Port-of-Spain","NULL","Gehörten die mal zu Spanien?",,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Uruguays","Montevideo","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Südamerika","Venezuelas","Caracas","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Belgiens","Brüssel","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Bulgariens","Sofia","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Dänemarks","Kopenhagen","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Deutschlands","Berlin","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Estlands","Tallinn","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Finnlands","Helsinki","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Frankreichs","Paris","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Griechenlands","Athen","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Irlands","Dublin","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Italiens","Rom","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","Lettlands","Riga","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
"Europa","von Litauen","Vilnius","NULL",,,"[0, 0, 0, 0, 0]","0","0","0"
